ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
1163,こ,ゴルフクラブのカバー,ごるふくらぶのかばー,ゴルフクラブカバー ヘッドカバー ゴルフクラブ用カバー,普通ごみ,,,
1164,こ,ゴルフティー,ごるふてぃー,ゴルフピン,普通ごみ,,,
1165,こ,ゴルフネット・ピッチングネット,ごるふねっとぴっちんぐねっと,ピッチング練習ネット,粗大ごみ,普通ごみ,排出時に最長辺50cm未満のものは普通ごみとして出してください。,
1166,こ,ゴルフバッグ,ごるふばっぐ,ゴルフバッグ ゴルフバック キャディバッグ ゴルフ用品 キャディーバッグ キャディーバック ゴルフセット キャデイバッグ ゴルフケース ゴルフバックのカバー キャディバック ゴルフキャディバック ゴルフクラブケース ゴルフキャディーバッグ,粗大ごみ,,ゴルフバッグにゴルフクラブを14本までを入れて1セットとして出すことができます。,
1167,こ,ゴルフボール,ごるふぼーる,,普通ごみ,,,
1168,こ,ゴルフ用マーカー(金属製),ごるふようまーかー（きんぞくせい）,ゴルフマーカー,小物金属,,,
1169,こ,ゴルフ用マーカー(プラスチック製),ごるふようまーかー（ぷらすちっくせい）,ゴルフマーカー,普通ごみ,,,
1170,さ,サーフボード,さーふぼーど,ボディーボード ボデーボード ウィンドサーフィン ボディボード ボデイボード ウインドサーフィン サーフィンボード サーフィンロングボード サーフロングボード サーフィンボート ウィンドサーフボード ウィンドサーフィンボード ウインドサーフィンボード,粗大ごみ,,概ね2mを超えるものは市では収集できません。（販売店等に相談してください。）,
1171,さ,サーフボードケース,さーふぼーどけーす,サーフボードケースカバー サーフボードカバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
1172,さ,サーモマグ,さーもまぐ,サーモマグカップ,小物金属,,,
1173,さ,サイクルコンピューター,さいくるこんぴゅーたー,,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1174,さ,サイクルメーター,さいくるめーたー,,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1175,さ,サイコロ（金属製）,さいころ（きんぞくせい）,ダイス,小物金属,,,
1176,さ,サイコロ（金属製以外）,さいころ（きんぞくせいいがい）,ダイス,普通ごみ,,,
1177,さ,祭壇,さいだん,,粗大ごみ,,,
1178,さ,裁断機,さいだんき,ペーパーカッター デスクカッター,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1179,さ,サイディング,さいでぃんぐ,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1180,さ,サイドテーブル（金属製）,さいどてーぶる（きんぞくせい）,ナイトテーブル ベットテーブル 花台 花置き台 ベッドサイドテーブル,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1181,さ,サイドテーブル（金属製以外）,さいどてーぶる（きんぞくせいいがい）,ナイトテーブル ベットテーブル 花台 花置き台 ベッドサイドテーブル,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
1182,さ,サイドボード,さいどぼーど,,粗大ごみ,,,
1183,さ,サイドミラー・バックミラー(車・バイク用),さいどみらー（くるま・ばいくよう）,バイクのミラー オートバイのミラー バックミラー サイドミラー バイクミラー スクーターのミラー クルマのミラー,普通ごみ,小物金属,大部分が金属製のものは小物金属として出してください。ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1184,さ,財布,さいふ,お財布 皮財布 サイフ ガマ口 小銭入れ がま口財布 皮さいふ 革の財布 革財布 革さいふ 長財布,普通ごみ,,,
1185,さ,裁縫箱,さいほうばこ,お裁縫箱 裁縫道具 はり箱 ソーイングボックス 木製ソーイングボックス 針箱 裁縫木箱,普通ごみ,,,
1186,さ,作業服(つなぎ),さぎょうふく（つなぎ）,ツナギ 作業着,普通ごみ,,,
1187,さ,柵(金属製),さく（きんぞくせい）,ガーデンラティス 庭の柵,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1188,さ,柵(金属製以外),さく（きんぞくせいいがい）,ガーデンラティス 木の柵 庭の柵 プラスチックの柵 木柵,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
1189,さ,搾乳器,さくにゅうき,搾乳機,普通ごみ,,,
1190,さ,搾乳器（電動式）,さくにゅうき（でんどうしき）,電動搾乳機 ベビー搾乳機,小物金属,,哺乳瓶は外して普通ごみとして出してください。,
1191,さ,酒の入っていたペットボトル,さけのはいっていたぺっとぼとる,お酒 料理酒ボトル 料理用酒ボトル,空き缶・ペットボトル,,識別表示を確認して出してください。,
1192,さ,酒びん,さけびん,ウィスキーびん 焼酎のびん 梅酒びん 梅酒ビン 梅酒のびん 梅酒のビン 梅酒瓶 梅酒の瓶 日本酒 お酒 ウイスキービン ウイスキーびん ウイスキー瓶 果実酒用びん ウイスキーのボトル ウィスキービン 果実酒ビン 焼酎ボトル ウイスキーの瓶 焼酎のビン 梅酒広口瓶 梅酒容器 梅酒用ガラス容器 洋酒びん 梅酒入れ 養命酒 料理酒ボトル 料理用酒ボトル ウォッカ 果樹酒ビン 果樹酒用の瓶 ウイスキーのびン 果実酒のびん ウィスキー瓶 まむし酒 マムシ酒 養命酒の瓶 ウィスキーのビン ウイスキーのびん ウイスキーボトル お酒のびん,空きびん,,ビールびん等のリターナブルびんは販売店等に回収を依頼してください。/空きびんは、袋に入れずに寝かせて空きびん入れに入れることが原則ですが、事情により空きびん入れのない場所では、透明・半透明の袋に入れて出してください。（散乱等のないよう安全には十分注意して出してください。）/金属製のふたは空き缶・ペットボトルとして出してください。,
1193,さ,酒びん(陶器製),さけびん（とうきせい）,陶器製の酒びん 陶器製の酒ビン 陶器製の酒瓶 陶器の酒びん 陶器の酒ビン 陶器の酒びん 陶器の酒瓶 陶器びん 陶器瓶 お酒 ウイスキービン ウイスキーびん ウイスキー瓶 焼酎ボトル 焼酎のビン 洋酒びん 養命酒 まむし酒 マムシ酒 養命酒の瓶 お酒のびん,普通ごみ,,,
1194,さ,酒類の紙パック,さけるいのかみぱっく,紙パック かみパック 酒パック お酒 酒紙パック 酒のパック お酒パック 酒の紙パック 焼酎紙パック 日本酒パック,ミックスペーパー,,,
1195,さ,差込形電線コネクタ,さしこみがたでんせんこねくた,クイックロック,小物金属,,,
1196,さ,指し棒（金属製）,さしぼう（きんぞくせい）,,小物金属,,,
1197,さ,指し棒（金属製以外）,さしぼう（きんぞくせいいがい）,,普通ごみ,,,
1198,さ,サスペンダー,さすぺんだー,,普通ごみ,小物金属,金属部分が外せれば小物金属として出してください。,
1199,さ,サスペンション（車・バイク用）,さすぺんしょん,,その他,,市では収集できません。（販売店等に相談してください。）相談してください。）,
1200,さ,サッカーゴール(家庭用),さっかーごーる（かていよう）,子供用サッカーゴール,粗大ごみ,,,
1201,さ,殺虫剤(エアゾール缶),さっちゅうざい（えあぞーるかん）,アースジェット バルサン キンチョール ゴキジェット ゴキブリジェット 殺虫剤スプレー 殺虫剤容器 殺虫剤スプレー缶 殺虫剤のスプレー缶 殺虫剤の缶 害虫駆除剤 殺虫スプレー 殺虫剤缶,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は「中身入り」と張り紙をして小物金属で出してください。,
1202,さ,殺虫剤(スプレータイプ),さっちゅうざい（すぷれーたいぷ）,フマキラー 殺虫剤スプレー 殺虫剤容器 害虫駆除剤 スミチオン 殺虫スプレー ,プラスチック製容器包装,,識別表示を確認して出してください。,
1203,さ,殺虫剤(電池・電気式),さっちゅうざい（でんち・でんきしき）,アースマット アースノーマット 電子かとり キンチョウリキッド べープリキッド リキッド蚊取 リキッド溶剤 液体蚊取線香 蚊取リキッド溶剤 電子蚊取 べープマット 蚊取りベープ リキッド蚊取り 液体蚊取り線香 蚊取り器 電気蚊取り器 殺虫剤容器 ベープマット 害虫駆除剤 電気かとり 電気式蚊取 電池式蚊取り アースノーマットの容器 電子蚊取り 電気蚊取器 アスノーマット本体,小物金属,,電池は使用済み乾電池として出してください。,
